Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
FYC,,,,20.887531,,,,,,,,,,,,,,,0.08,,,
FYT,,,,11.953918,,,,,,,,,,,,,,,0.84,,,
FYX,,,,14.597339,,,,,,,,,,,,,,,0.59,,,
GABC,Financial Services,Banks - Regional,1520484480.0,13.251634,10.209811,1.3081067,4.445614,,3.06,0.453,0.217,0.11999,0.01534,0.0,0.47419998,0.32931998,,,2.91,0.603,0.0319,0.52829
GAIA,Communication Services,Entertainment,74627184.0,,8.764706,0.84587,0.75416034,,-0.18,0.058,,-0.05389,-0.021559998,0.8707,-0.02569,-0.04542,14.485,0.593,,0.877,0.0313,0.57048
GAIN,Financial Services,Asset Management,559498688.0,4.4462023,15.965909,0.93967366,5.5159435,,3.16,0.173,0.585,0.22157,0.02925,1.0,0.15793,1.1855301,96.041,0.181,6.83,0.804,0.0508,0.17513001
GAING,,,,,,,,,,,,,,,,,,,,,,
GAINI,,,,,,2.039379,,,,0.113,-0.699,0.08162,0.043920003,1.0,0.63457,0.41673002,74.401,0.184,,1.32,,
GAINN,,,,,,,,,,,,,,,,,,,,,,
GAINZ,,,,,,,,,,,,,,,,,,,,,,
GALT,Healthcare,Biotechnology,177317824.0,,-1.6369048,-1.4095336,,,-0.59,,,,-0.87087995,0.0,0.0,0.0,,0.093,,1.015,0.11350001,0.18038
GAMB,Consumer Cyclical,Gambling,139279344.0,,4.2594557,1.2678804,0.8418366,,-0.93,0.31,,-0.28493,0.0924,0.90776,0.2133,-0.19904,114.328,1.207,,0.879,0.0798,0.40268
GAME,Communication Services,Electronic Gaming & Multimedia,26225944.0,,-2.1615384,0.3756684,0.25509042,,-1.24,0.216,,-0.70703006,-0.13615,0.1831,-0.25038,-0.34407002,2.006,0.651,,0.79,0.044099998,0.18122
GANX,Healthcare,Biotechnology,75001064.0,,-2.746479,11.890244,,,-0.61,,,-2.6171799,-0.86793,0.0,0.0,0.0,10.243,2.522,,-0.022,0.0774,0.21021
GARY,,,,24.407124,,,,,,,,,,,,,,,,,,
GASS,Industrials,Marine Shipping,337796864.0,5.542683,6.019868,0.47551793,1.9507623,,1.64,-0.094,0.045,0.09211001,0.04769,0.53773,0.25823,0.35024,0.015,9.296,,0.205,0.001,0.38041002
GAUZ,Technology,Electronic Components,13628134.0,,1.232373,0.76295906,0.14077197,,-0.12,-0.178,,-0.9446,-0.13033,0.29993,-0.62382,-0.39626,354.311,0.655,,,0.028199999,0.23692
GAVA,,,,,,,,,,,,,,,,,,,0.0,,,
GBDC,Financial Services,Asset Management,3250867968.0,9.88,9.529322,0.8320981,3.7929397,,1.25,-0.062,-0.412,0.083409995,0.04704,1.0,0.78293,0.3857,124.815,2.403,12.15,0.465,0.0482,0.48918
GBFH,Financial Services,Banks - Regional,363428160.0,17.555555,7.209119,2.1938732,5.0356536,,1.44,0.29,0.378,0.13659,0.01687,0.0,0.45167,0.28999,,,,-0.219,0.0722,0.24293
GBLI,Financial Services,Insurance - Property & Casualty,413878240.0,16.48,8.739394,0.58907634,0.9191208,,1.75,0.079,-0.309,0.0363,0.012130001,0.14479999,0.08038,0.05626,1.179,0.556,4.85,0.402,0.0032,0.42687
GBUG,,,,16.460262,,,,,,,,,,,,,,,1.18,,,
GCBC,Financial Services,Banks - Regional,389914368.0,10.651162,,1.5097573,4.755691,,2.15,0.261,0.364,0.15334,0.01196,0.0,0.54174,0.44577998,,,1.7,0.399,0.0058,0.14298001
GCL,Communication Services,Electronic Gaming & Multimedia,70128408.0,57.14,,2.116296,0.3693107,,0.01,0.939,,0.011729999,-0.01298,0.132,-0.06711,0.00527,161.651,1.312,,0.44,0.0014,0.0030399999
GCLWW,,,412500.0,,,0.09259259,0.0021723104,,,0.939,,0.011729999,-0.01298,0.132,-0.06711,0.00527,161.651,1.312,,0.44,,
GCMG,Financial Services,Asset Management,1810867072.0,23.071428,9.124293,21.77528,3.2665727,,0.42,0.068,1.044,7.6585903,0.11694,0.42396998,0.31008,0.08184,385.243,2.988,4.95,0.828,0.0381,1.03503
GCT,Technology,Software - Infrastructure,1493757440.0,11.228413,8.328512,3.06307,1.158044,,3.59,0.226,0.377,0.30835,0.079780005,0.23309,0.11098,0.1065,96.682,2.018,,2.235,0.0655,0.77827
GCTK,Healthcare,Medical Instruments & Supplies,1102294.0,,,0.3563256,,,-1268.49,,,,-2.25661,0.0,0.0,0.0,119.884,1.53,,0.354,0.028299998,0.16326
GDC,Communication Services,Electronic Gaming & Multimedia,132978016.0,7.4838705,,0.15069827,,,0.31,,,0.01638,-0.010720001,0.0,0.0,0.0,0.149,0.217,,1.708,0.0028,0.00421
GDEN,Consumer Cyclical,Resorts & Casinos,691648896.0,,21.652893,1.6299615,1.0893636,,-0.23,-0.052,,-0.0135,0.01893,0.53745,0.03824,-0.00952,123.06,1.165,3.81,1.412,0.0402,0.68561995
GDEV,Communication Services,Electronic Gaming & Multimedia,259622880.0,5.59375,10.607407,-2.4728026,0.6301251,,2.56,-0.118,0.671,,0.16660999,0.65448,0.25506002,0.13741,,0.6,,1.235,0.0013,0.02624
GDEVW,,,,0.00024550897,,-0.0014159904,,,33.4,-0.118,0.671,,0.16660999,0.65448,0.25506002,0.13741,,0.6,,1.235,,
GDFN,,,,,,,,,,,,,,,,,,,,,,
GDHG,Consumer Cyclical,Leisure,33854244.0,,,0.023688046,2.2144043,,-10.83,-0.162,,-0.06501,-0.0293,0.50179,0.44664,-0.56209,3.97,25.005,,-11.763,0.0001,0.00099
GDRX,Healthcare,Health Information Services,695426240.0,22.555553,5.4634514,1.1234089,0.87271583,,0.09,-0.019,-0.097,0.0454,0.04754,0.92772,0.18983,0.0382,88.08,2.614,,1.564,0.11229999,0.57745
GDS,Technology,Information Technology Services,8291625984.0,65.68254,176.40866,2.1475317,0.7252823,,0.63,0.086,,0.03733,0.012250001,0.22614999,0.12433,0.08307,171.338,2.602,,0.45,0.091000006,0.43867
GDTC,Healthcare,Biotechnology,12907083.0,,-7.333333,2.2796116,17.683964,,-0.25,1.01,,-0.42330003,-0.22851999,0.92516,-4.52169,0.0,6.779,5.807,,-0.348,0.0395,0.00497
GDYN,Technology,Information Technology Services,513829696.0,54.727272,11.392884,0.9400375,1.2476833,,0.11,0.059,-0.997,0.01824,0.00271,0.34565,0.027460001,0.02348,3.143,8.434,,0.822,0.08,0.80161005
GECC,Financial Services,Asset Management,68591024.0,,5.8333335,0.6072624,1.3721498,,-2.57,0.376,,-0.25527,0.06646,1.0,0.71274,-0.63593,167.619,0.255,24.49,0.678,0.0372,0.14278
GECCG,,,,,,,,,,,,,,,,,,,,,,
GECCH,,,,,,,,,,,,,,,,,,,,,,
GECCI,,,,,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,,,,,,,,,,,,,,,
GEG,Financial Services,Asset Management,59267640.0,,1.2229729,1.0117383,2.6206067,,-0.49,-0.141,,-0.20392999,-0.0547,-0.11704001,-1.40585,-0.60612,106.36,10.319,,0.503,0.0238,0.41894
GEGGL,,,,,,,,,,,,,,,,,,,,,,
GELS,Healthcare,Drug Manufacturers - Specialty & Generic,8140405.0,,,0.68499076,19.704126,,-0.51,0.594,,-0.42988998,-0.14996,0.72068,-29.694319,0.0,26.685,0.268,,,0.0191,0.00797
GEME,,,,13.586447,,,,,,,,,,,,,,,4.11,,,
GEMG,,,,,,,,,,,,,,,,,,,,,,
GEMI,Financial Services,Capital Markets,702392704.0,,-4.006711,1.0745139,4.3216457,,-3.99,1.063,,,,-0.12259,-2.38636,-2.8855398,159.822,1.287,,,0.1842,0.2992
GENB,,,1563814016.0,,,-1.0020417,,,,,,,,,,,,,,,,
GENK,Consumer Cyclical,Restaurants,60284380.0,,-17.428572,0.69161004,0.27723458,,-0.26,0.027,,-0.20545,-0.02546,0.15504,-0.083500005,-0.00612,460.895,0.326,,1.467,0.16440001,0.12068
GENVR,,,,,,0.28326404,,,,0.258,0.201,0.26902,0.07169,0.78845,0.35806,0.12757,363.379,0.466,,1.095,,
GEOS,Energy,Oil & Gas Equipment & Services,139833920.0,,27.125,1.2067623,1.4100994,,-2.18,-0.313,,-0.21552,-0.13867,0.15574001,-0.39283,-0.28099,0.753,3.041,,0.544,0.066300005,0.55918
GERN,Healthcare,Biotechnology,935195200.0,,18.25,4.1359777,5.085872,,-0.13,0.01,,-0.32991,-0.05535,0.9742,-0.17719,-0.4541,54.009,4.664,,0.624,0.098900005,0.78220004
GEVG,,,,,,,,,,,,,,,,,,,,,,
GEVO,Basic Materials,Specialty Chemicals,551202752.0,,-113.5,1.1499493,3.432574,,-0.14,6.956,,-0.067930005,-0.018099999,0.38740003,-0.1182,-0.21070999,35.555,1.825,,1.518,0.1382,0.36728
GEW,,,,19.759106,,,,,,,,,,,,,,,,,,
GFAI,Industrials,Security & Protection Services,10365254.0,,15.833333,0.3023552,0.28023505,,-0.45,0.036,,-0.21554,-0.10236,0.16148001,-0.134,-0.16905001,8.55,5.264,,2.629,0.0762,0.04362
GFAIW,,,,,,0.04901337,,,-0.181,0.036,,-0.21554,-0.10236,0.16148001,-0.134,-0.16905001,8.55,5.264,,2.629,,
GFGF,,,,27.33624,,,,,,,,,,,,,,,0.22,,,
GFLW,,,,30.687542,,,,,,,,,,,,,,,0.02,,,
GFS,Technology,Semiconductors,23654041600.0,27.09434,18.201561,2.007643,3.4831455,,1.59,0.0,,0.077870004,0.02935,0.24886,0.13934,0.13032,14.245,2.62,,1.469,0.2069,1.02856
GGAL,Financial Services,Banks - Regional,7202857472.0,48.80682,5.3539596,12.2521305,0.0011343627,,0.88,-0.1,,0.02493,0.00442,0.0,-0.035350002,0.030869998,,,3.32,0.601,0.229,0.25431
GGLL,,,,31.69004,,,,,,,,,,,,,,,4.29,,,
GGLS,,,,,,,,,,,,,,,,,,,4.85,,,
GGR,Consumer Cyclical,Auto Manufacturers,49121848.0,,-10.390625,0.45735902,0.17451274,,-5.48,0.017,,-0.56915003,-0.07138,0.08325,-0.27141002,-0.28707,359.698,0.766,,0.973,0.0062,0.10095
GGROW,,,,,,0.0010729023,,,,0.017,,-0.56915003,-0.07138,0.08325,-0.27141002,-0.28707,359.698,0.766,,0.973,,
GGRP,Technology,Software - Infrastructure,12034685.0,,,0.78867406,1.579568,,-0.19,-0.59,,-0.23053,-0.13906999,0.65222,-0.97081,-0.5018,1.315,6.816,,1.263,0.028499998,0.13451
GH,Healthcare,Diagnostics & Research,11173098496.0,,-137.35387,-112.07895,11.377658,,-3.32,0.394,,,-0.15585,0.6446,-0.4291,-0.4239,,4.843,,1.688,0.0875,1.0129
GHRS,Healthcare,Biotechnology,866550656.0,,-7.6101346,3.0982482,,,-0.79,,,-0.21043,-0.15917,0.0,0.0,0.0,0.183,34.126,,1.002,0.15609999,0.74939
GIBO,Communication Services,Internet Content & Information,45121472.0,,,11.4754095,,,-9.24,,,,,0.0,0.0,0.0,3.649,0.575,,-2.614,0.0633,0.00214
GIBOW,,,,,,0.19590165,,,,,,,,0.0,0.0,0.0,3.649,0.575,,-2.614,,
GIFT,Communication Services,Internet Content & Information,27867520.0,,-4.5,1.3372957,0.3350198,,-0.42,-0.122,,-0.48715,-0.19225,0.17852,-0.099989995,-0.12613,22.662,1.033,,,0.00059999997,0.100609995
GIG,Financial Services,Shell Companies,355166656.0,96.86363,,-107.62626,,,0.11,,-0.629,,-0.01002,0.0,0.0,0.0,,0.114,,,0.001,0.88795996
GIGGU,Financial Services,Shell Companies,,,,-113.83839,,,,,-0.629,,-0.01002,0.0,0.0,0.0,,0.114,,,,0.12284
GIGGW,,,,,,-3.5353534,,,,,-0.629,,-0.01002,0.0,0.0,0.0,,0.114,,,,
GIGM,Communication Services,Electronic Gaming & Multimedia,16688875.0,,,0.42983204,4.9128275,,-0.11,0.191,,-0.03144,-0.04981,0.52752,-1.08952,-0.37298,0.469,13.485,,0.423,0.0004,0.04665
GIII,Consumer Cyclical,Apparel Manufacturing,1124620160.0,17.642384,11.617157,0.628213,0.38032317,,1.51,-0.081,,0.03884,,0.39365003,0.02316,0.022780001,15.956,,1.5,1.297,0.23809999,1.04916
GILT,Technology,Communication Equipment,1226402816.0,47.794117,21.013021,2.39817,2.715341,,0.34,0.753,-0.4,0.0515,0.02005,0.29523,0.06115,0.045879997,1.611,1.815,,0.91,0.045300003,0.64185995
GIND,,,,24.674643,,,,,,,,,,,,,,,,,,
GINX,,,,13.572252,,,,,,,,,,,,,,,2.42,,,
GIPR,Real Estate,REIT - Diversified,1852242.0,,-0.18378378,-0.47156727,0.18608166,,-1.87,0.029,,-0.20795,-0.0063,0.74067,-0.21736,-1.0322,239.368,1.762,,0.078,0.0348,0.10017
GIPRW,,,,,,-0.0556172,,,-3.399,0.029,,-0.20795,-0.0063,0.74067,-0.21736,-1.0322,239.368,1.762,,0.078,,
GITS,Communication Services,Internet Content & Information,9405975.0,,,1.7927171,5038.0156,,-2.08,,,-0.73138,-0.09694,1.0,-294.47333,0.0,2.201,0.19,,-0.473,0.0369,0.00885
GIW,,,471919136.0,,,-1247.4999,,,,,,,,,,,,,,,,
GIWWR,,,,,,-36.499996,,,,,,,,,,,,,,,,
GIWWU,,,,,,-1293.75,,,,,,,,,,,,,,,,
GIX,,,215600000.0,,,,,,,,,,,,,,,,,,,
GIXXR,,,,,,125.24999,,,,,,,,,,,,,,,,
GIXXU,,,,,,5025.0,,,,,,,,,,,,,,,,
GKAT,,,,,,,,,,,,,,,,,,,0.22,,,
GLAD,Financial Services,Asset Management,396960192.0,11.120253,9.211009,0.8316372,4.330176,,1.58,0.116,-0.801,0.07156,0.04956,1.0,0.73106,0.3891,80.143,1.653,10.73,0.952,0.0194,0.14664
GLBE,Consumer Cyclical,Internet Retail,5488941568.0,82.92308,17.5,5.899307,5.704604,,0.39,0.28,38.067,0.07477,0.03286,0.45339,0.18792,0.07095,2.52,1.935,,1.245,0.044899996,0.69585
GLBS,Industrials,Marine Shipping,35401556.0,,-43.0,0.21091355,0.8008315,,-0.08,0.548,,-0.00992,0.00491,0.43523997,0.19327,-0.03952,62.073,2.738,,0.521,0.0117999995,0.07152
GLCR,,,,12.75409,,,,,,,,,,,,,,,,,,
GLDB,,,,,,,,,,,,,,,,,,,,,,
GLDD,Industrials,Engineering & Construction,1131266816.0,15.685185,13.377664,2.1872177,1.2735518,,1.08,0.265,-0.379,0.1521,0.061750002,0.22908,0.118310004,0.08271,88.584,1.008,,1.408,0.0421,0.86723
GLDI,,,,,,,,,,,,,,,,,,,17.75,,,
GLDY,,,,,,,,,,,,,,,,,,,,,,
GLE,Technology,Information Technology Services,9864200.0,,,0.9740596,0.4273714,,-0.04,-0.853,,-0.15075,-0.08379,0.15776,-1.42858,-0.25295,0.001,3.435,,,0.0081,0.0068900003
GLGG,,,,,,,,,,,,,,,,,,,,,,
GLIBA,Communication Services,Telecom Services,1408429952.0,,7.5760174,0.83427656,1.3464913,,-9.97,-0.004,-0.005,-0.19713,0.03363,0.50668997,0.12214,-0.29541,65.826,3.138,,,,0.8056
GLIBK,Communication Services,Telecom Services,1409226240.0,,,0.83474815,1.3472526,,-9.97,-0.004,-0.005,-0.19713,0.03363,0.50668997,0.12214,-0.29541,65.826,3.138,,,,1.01184
GLMD,Healthcare,Biotechnology,3948834.0,,-0.5825243,0.17201836,,,-3.44,,,-0.46341,-0.20900999,0.0,0.0,0.0,,7.979,,0.416,0.0041,0.033940002
GLNG,Energy,Oil & Gas Midstream,5392775680.0,81.03077,65.63239,2.926111,13.703874,,0.65,1.015,1.504,0.05074,0.01286,0.54482,0.36091998,0.16689,133.396,2.545,1.9,0.205,0.0867,0.88649005
GLOO,Technology,Software - Application,434207712.0,,-13.097561,-0.10084885,6.430516,,-2.14,4.316,,,,0.24127,-0.82001,-2.25802,,0.823,,,,0.35654998
GLOW,,,,19.765308,,,,,,,,,,,,,,,1.25,,,
GLPG,Healthcare,Biotechnology,2113672320.0,,-39.600025,0.5623057,1.9003606,,-7.73,10.932,30.36,0.10419,0.08579001,0.57486,0.86039,0.2885,0.214,20.145,,0.1,0.0189,0.22684999
GLPI,Real Estate,REIT - Specialty,13039534080.0,15.60678,13.8154545,2.8165913,8.176528,,2.95,0.045,0.192,0.17617,0.057789996,0.95982003,0.89279,0.51739,149.901,22.366,6.78,0.681,0.0621,0.97346
GLRE,Financial Services,Insurance - Reinsurance,543397824.0,7.3686633,9.99375,0.7655846,0.75334644,,2.17,0.397,,0.11137,0.02229,0.13342,0.24306,0.10374,1.046,1.651,,0.512,0.0173,0.51403
GLSI,Healthcare,Biotechnology,333894400.0,,-29.390245,152.53165,,,-1.46,,,-5.43434,-2.54192,0.0,0.0,0.0,,2.347,,1.498,0.19489999,0.107939996
GLUE,Healthcare,Biotechnology,1250644864.0,,-9.10049,4.395388,10.112596,,-0.46,-0.954,,-0.16941999,-0.07636,-0.08109,-17.87666,-0.31233,16.816,6.123,,1.639,0.16549999,0.87207
GLWG,,,,,,,,,,,,,,,,,,,,,,
GLXG,Industrials,Staffing & Employment Services,14397058.0,,,1.5093541,0.52487844,,-19.49,-0.093,,-1.64223,-0.52795,0.42587003,-1.44128,-1.00508,4.565,3.214,,,0.0168,0.00566
GLXY,Financial Services,Capital Markets,8093446144.0,,43.751846,2.0415804,0.13191032,,-0.61,-0.375,,-0.09231,4.06681,1.0,0.95517,-0.00393,176.073,1.603,,3.685,,0.78068
GMAB,Healthcare,Biotechnology,15497578496.0,16.298702,14.044473,0.2645168,4.1660156,,1.54,0.03,-0.944,0.17535,0.08101,0.93601996,0.22968,0.25887,92.8,2.022,,0.751,0.0143,0.12128
GMEX,Technology,Consumer Electronics,1002930.0,,,0.014832023,0.19286604,,-4.24,0.089,,-0.07503,-0.05585,0.39271,0.058909997,-0.13129,3.415,4.437,96.39,7.377,0.010299999,0.00155
GMHS,Communication Services,Electronic Gaming & Multimedia,58122756.0,13.562501,,2.3333335,0.50198305,,0.08,-0.075,0.142,0.11853,,0.5241,0.036059998,0.03723,1.03,3.152,,0.176,0.0111,0.01124
GMM,Technology,Information Technology Services,58271904.0,,,0.5378391,1.0416619,,-1.19,0.362,,-0.35919,0.02736,0.40238997,0.04512,-0.34505,5.958,1.098,,-1.508,0.0014,0.00026
GNLN,Consumer Defensive,Tobacco,4851211.0,,-0.110526316,0.075652175,1.0425985,,-4094.32,-0.817,,-2.4384,-0.45715,-0.78401,-11.67978,0.0,2.906,2.165,,1.215,0.0311,0.05027
GNLX,Healthcare,Biotechnology,107324264.0,,-2.9179332,4.8582997,inf,,-0.88,,,-1.23347,-0.64265,0.0,0.0,0.0,8.735,4.204,,0.133,0.0674,0.29837
GNMA,,,,,,,,,,,,,,,,,,,4.13,,,
GNOM,,,,,,,,,,,,,,,,,,,1.3,,,
GNPX,Healthcare,Biotechnology,4268250.0,,-0.8623853,2.4575164,,,-1261.62,,,-14.013869,-2.73313,0.0,0.0,0.0,,0.672,,-0.723,0.31280002,0.00408
GNSS,Technology,Scientific & Technical Instruments,81834280.0,,11.677419,45.25,1.6083149,,-0.33,1.459,,-1.91923,-0.12769,0.40662998,-0.014830001,-0.29187,935.05,0.733,,0.659,0.025999999,0.53497005
GNTA,Healthcare,Biotechnology,14776335.0,,-0.97015387,0.85961556,,,-0.54,,,-0.60147,-0.26586,0.0,0.0,0.0,62.365,13.196,,0.562,0.0045,0.14493
GNTX,Consumer Cyclical,Auto Parts,4532118528.0,11.896552,9.65386,1.7926735,1.7883337,,1.74,0.19,0.101,0.15502,0.10669,0.342,0.18476,0.15185,0.503,2.912,2.32,0.76,0.0437,0.96288
GO,Consumer Defensive,Grocery Stores,568306368.0,,9.435499,0.5725304,0.12120614,,-2.3,0.107,,-0.20624,0.01757,0.3027,0.020610001,-0.04797,183.976,1.367,,0.498,0.3486,1.31021
GOAI,Technology,Software - Infrastructure,142293968.0,17.461538,,14.692557,8.351894,,0.26,0.472,0.236,1.4434301,0.50314,0.59381,0.40055,0.47702998,10.164,2.462,,1.581,0.0005,0.0
GOCO,Financial Services,Insurance Brokers,43645280.0,,-0.3887468,0.35747883,0.059112873,,-16.66,-0.711,,-1.71077,-0.02098,0.80495,-2.39145,-0.26955,1259.328,1.636,,1.731,0.039100002,0.65497
GOGO,Communication Services,Telecom Services,573744960.0,47.333336,5.3250003,5.664894,0.63014895,,0.09,0.673,,0.15163,0.06343,0.44271,0.06003,0.0141900005,895.693,1.604,,1.131,0.3961,0.74688005
GOOD,Real Estate,REIT - Diversified,571348352.0,83.57143,117.0,3.2976322,3.5413568,,0.14,0.163,-0.506,0.05647,0.03201,0.78141,0.40027002,0.119540006,249.107,1.673,10.25,1.082,0.0476,0.53080004
GOODN,Real Estate,REIT - Diversified,,,,6.257046,,,-0.034,0.163,-0.506,0.05647,0.03201,0.78141,0.40027002,0.119540006,249.107,1.673,7.46,1.082,,0.07453
GOODO,,,,678.9656,,3.6261513,,,,,,,,,,,,,,,,
GOSS,Healthcare,Biotechnology,99135712.0,,-2.240017,-0.80457145,2.0452583,,-0.75,0.471,,,-0.41856,1.0,-3.3364701,0.0,,2.643,,2.109,0.1595,0.74157
GOU,,,,,,,,,,,,,,,,,,,,,,
GOVI,,,,,,,,,,,,,,,,,,,3.68,,,
GOVX,Healthcare,Biotechnology,3268659.0,,-1.7093023,0.3559322,0.97468334,,-31.75,,,-3.77438,-1.78931,0.0,-7.61629,0.0,,3.573,,3.88,0.0949,0.09752
GP,Industrials,Farm & Heavy Construction Machinery,5079584.0,,-2.2444444,-1.076759,0.3020192,,-2.46,0.177,,,-0.11552,0.50035,0.57975,-0.43864,,1.305,,1.839,0.0253,0.01978
GPAC,,,291158976.0,,,-1980.0,,,,,,,,,,,,,,,,
GPACU,,,,,,-2004.0001,,,,,,,,,,,,,,,,
GPACW,,,,,,-50.0,,,,,,,,,,,,,,,,
GPAT,Financial Services,Shell Companies,388843744.0,31.823528,,-26.982544,,,0.34,,-0.151,,-0.0013600001,0.0,0.0,0.0,,0.448,,,0.0001,1.08675
GPATU,Financial Services,Shell Companies,,,,-27.107233,,,,,-0.151,,-0.0013600001,0.0,0.0,0.0,,0.448,,,,0.01334
GPATW,,,,,,-0.3743142,,,,,-0.151,,-0.0013600001,0.0,0.0,0.0,,0.448,,,,
GPCR,Healthcare,Biotechnology,3442203392.0,,-26.45232,2.2699244,,,-2.4,,,-0.118599996,-0.09388,0.0,0.0,0.0,0.428,24.813,,-1.897,0.098400004,0.95849
GPIQ,,,,31.8622,,,,,,,,,,,,,,,10.1,,,
GPIX,,,,26.161285,,,,,,,,,,,,,,,8.11,,,
GPRE,Basic Materials,Chemicals,1082502144.0,,21.690153,1.4125582,0.5175276,,-1.8,-0.266,,-0.14698,-0.02211,0.066939995,-0.00863,-0.057979997,60.197,1.795,,1.466,0.1849,1.06004
GPRF,,,,,,,,,,,,,,,,,,,5.65,,,
GPRO,Technology,Consumer Electronics,102683592.0,,12.51,1.3252119,0.15760088,,-0.59,0.004,,-0.8192,-0.07565,0.3364,-0.03229,-0.14349,108.841,0.911,,1.618,0.1412,0.45022
GPT,,,,18.549698,,,,,,,,,,,,,,,0.7,,,
GQQQ,,,,27.434557,,,,,,,,,,,,,,,0.45,,,
GRAB,Technology,Software - Application,14597714944.0,59.333332,24.316938,2.1680877,4.3316665,,0.06,0.186,,0.03052,0.0047,0.39674,0.06843,0.07953,23.576,1.746,,0.962,0.0671,0.65957
GRABW,,,,,,0.057917178,,,-12.726,0.186,,0.03052,0.0047,0.39674,0.06843,0.07953,23.576,1.746,,0.962,,
GRAG,,,,,,,,,,,,,,,,,,,,,,
GRAL,Healthcare,Diagnostics & Research,1921388800.0,,-5.1756907,0.7328254,13.055396,,-11.11,0.14,,-0.16073,-0.113079995,0.48458,-2.8536599,-2.7746499,2.128,11.972,,,0.177,0.74301004
GRAN,Financial Services,Capital Markets,45578440.0,,,4.919355,15.810953,,-0.01,-0.832,,-0.058130004,0.013049999,0.70267,-4.08725,-0.09766,20.394,4.693,,,0.0153,0.00287
GRCE,Healthcare,Biotechnology,68395200.0,,-6.889882,1.0538865,,,-0.31,,,-0.102180004,-0.108389996,0.0,0.0,0.0,,14.962,,0.763,0.0297,0.28003
GRDX,Healthcare,Biotechnology,6891901.0,,,,,,-11.66,,,,,0.0,0.0,0.0,,,,,0.0224,0.052210003
GREE,Financial Services,Capital Markets,20064726.0,,-0.69398904,-0.40304664,0.32302547,,-0.15,0.232,,,-0.13201,0.2299,-0.1247,-0.02624,,0.891,,3.248,0.048,0.19259001
GREEL,,,,,,,,,,,,,,,,,,,,,,
GRFS,Healthcare,Drug Manufacturers - General,6225636352.0,12.031746,4.8558617,0.84450424,0.8274371,,0.63,0.003,0.435,0.061690003,0.04242,0.38799998,0.1753,0.05343,126.832,2.513,2.32,1.186,,0.57296
GRI,Healthcare,Biotechnology,3410268.0,,-0.294081,0.1954937,,,-121.8,,,-2.38167,-1.03931,0.0,0.0,0.0,1.182,3.251,,-1.204,0.0936,0.00147
GRID,,,,26.362652,,,,,,,,,,,,,,,0.87,,,
GRIN,,,,23.119352,,,,,,,,,,,,,,,,,,
GRML,Basic Materials,Other Precious Metals & Mining,,,,2.8716311,,,,,,-1.98283,-0.71634,0.0,0.0,0.0,,83.685,,2.235,,0.041220002
GRMLW,,,,,,0.78368795,,,,,,-1.98283,-0.71634,0.0,0.0,0.0,,83.685,,2.235,,
GRNQ,Industrials,Consulting Services,21262854.0,,-32.571426,4.3930635,6.8364735,,-0.16,-0.271,,-0.27833,-0.119729996,0.85055,-1.3237801,-0.41147998,1.291,1.406,,1.533,0.0011999999,0.01344
GROW,Financial Services,Asset Management,36958520.0,inf,,0.82736903,4.1879344,,0.0,0.125,,0.00212,-0.03195,0.42470002,-0.03426,0.0111,0.365,19.415,3.06,0.611,0.0017,0.40067002
GRPN,Communication Services,Internet Content & Information,465827424.0,,6.4943185,-10.937799,0.9346044,,-2.06,0.018,,,0.012619999,0.90794,0.04858,-0.16757,,0.975,,-0.077,0.4173,0.92200994
GRRR,Technology,Software - Infrastructure,235304384.0,,7.414286,1.3856628,2.321457,,-0.51,0.048,,-0.083780006,0.02161,0.33421,0.02822,-0.11125,7.472,3.326,,-0.575,0.125,0.20409
GRRRW,,,,,,0.028033638,,,,0.048,,-0.083780006,0.02161,0.33421,0.02822,-0.11125,7.472,3.326,,-0.575,,
GRVY,Communication Services,Electronic Gaming & Multimedia,423882912.0,8.1659975,,1.0280317,0.00075529766,,7.47,0.109,-0.112,0.13554,0.06164,0.33890998,0.13222,0.13943,0.588,6.874,,1.047,0.0088,0.15945
GRW,,,,35.656124,,,,,,,,,,,,,,,0.28,,,
GRWG,Consumer Cyclical,Specialty Retail,69418392.0,,-4.64,0.6628571,0.43021885,,-0.67,-0.055,,-0.32248002,-0.09923001,0.24971001,-0.06014,-0.24768999,30.483,3.812,,2.401,0.0235,0.31676
GSAT,Communication Services,Telecom Services,7549997056.0,,169.59283,21.141108,27.657087,,-0.15,0.176,,-0.02421,0.00333,0.63813,-0.05831,-0.031689998,153.582,2.417,,1.521,0.0678,0.25794
GSBC,Financial Services,Banks - Regional,682656832.0,9.856219,11.256457,1.0609696,2.9779131,,6.19,0.01,0.15,0.114870004,0.012259999,0.0,0.36990002,0.3096,,,2.81,0.51,0.0337,0.47139
GSGO,,,,34.496086,,2.604061,,,,,,,,,,,,,0.0,,,
GSHD,Financial Services,Insurance Brokers,1562933888.0,40.78846,15.932155,-10.949922,4.286309,,1.04,0.122,-0.157,,0.12073,0.46148,0.2926,0.07633,,1.599,,1.624,0.1284,1.12748
